Geneid,SRR6671741,SRR6671742,SRR6671744,SRR6671745,SRR6671746,SRR6671748,SRR6671757,SRR6671770,SRR6671771,SRR6671776,SRR6671780,SRR6671781,SRR6671782,SRR6671790,SRR6671736,SRR6671739,SRR6671749,SRR6671752,SRR6671753,SRR6671754,SRR6671755,SRR6671764,SRR6671772,SRR6671773,SRR6671775,SRR6671777,SRR6671779,SRR6671789,SRR6671737,SRR6671738,SRR6671740,SRR6671743,SRR6671747,SRR6671750,SRR6671751,SRR6671756,SRR6671758,SRR6671759,SRR6671760,SRR6671761,SRR6671762,SRR6671763,SRR6671765,SRR6671766,SRR6671767,SRR6671768,SRR6671769,SRR6671774,SRR6671778,SRR6671783,SRR6671784,SRR6671785,SRR6671786,SRR6671787,SRR6671788,SRR6671791,SRR6671792
AAC75774.1,32,17,39,14,19.122,42,28,18,76,16,93.271,1410.087,1051.033,20,17,29,12,46,35.211,90.024,19,23,14,27,19,20.004,85.011,30,20,18,21,18,34,17.224,31,31,28,24,31,26.966,20,17,22.476,25,23.007,22,17,16,70,538.805,15,17,20,37,19,28,61.013
AAC75775.1,3119.915,1640.724,2504.603,2215.36,2104.368,4466.404,1894.221,1738.796,4563.557,2190.468,864.925,2927.299,765.292,2069.537,1832.291,2349.036,2378.458,1466.922,1135.659,4537.859,2089.963,1637.932,1459.887,2126.148,1530.785,1643.074,1068.391,1705.095,2012.215,1664.435,2286.058,2411.952,1764.485,1937.237,1290.13,1708.116,1887.608,1782.886,2012.015,1762.246,2160.091,1508.02,1346.417,1593.756,1820.809,1796.354,1059.502,2186.453,985.771,990.041,1228.46,1683.436,1415.573,1423.235,1964.044,2147.454,1964.193
AAC75776.1,19,5,29,12,15,30,9.038,14,34,14,9.29,61,14,14,8,15,11,39.061,35.003,34.368,9,57.001,4,13,8,20,8,10,14,20,14,19,17,20,45,10,8,9,15,13,10,51,34.016,12,5,13.001,9,9.062,2,3,12,10,10,13,7.001,13,19.003
AAC75777.2,231,108.097,143.042,129,111.257,228.019,123.985,87.011,207,135,166.125,655,407.505,96.004,149.01,142.947,116,116.202,89.041,458.117,132.195,116,85.092,133,112.072,105,162.271,183,153.023,150.015,151.002,181.25,110.079,68,150.371,121.364,131.462,120.028,180,87.014,94.324,148.154,106.266,132.005,125.089,123,71.143,99,87,174.005,76.021,89.006,63,152.676,190.736,115.002,110
AAC75778.1,26,34.735,11.298,16.157,19.39,33.018,45.462,8.004,23,21.194,12.199,54.901,26.462,19.618,24.606,38.91,8,31.416,21.55,89.551,21.592,17.483,16,18.267,29.808,18.97,7,31,18,11,32,26,18.551,4,34.227,15.21,31.245,28.402,20.759,25.449,19,16.003,17.001,29.73,23.59,21,3.126,16.357,13,5.01,5,6,3,39.506,45.677,10,22.362
AAC75779.1,54,66.533,32.702,49.843,40.619,70.982,58.066,9,39.002,46.966,48.802,114.098,59.539,56.382,53.342,68.104,22,68.584,49.465,201.681,49.708,39.517,36.681,41.733,49.201,28.03,49.01,58.738,48,33,58,41.001,44.451,16,102.063,38.79,67.259,47.945,49.847,23.551,39,67.075,45.423,60.119,45.442,29.991,19.172,20.654,28,26,16,20,20,71.575,67.974,64.574,69.638
AAC75780.1,33.706,38.242,24.447,18.147,21,38.404,43.97,8.25,36.53,22.891,14,55.341,39.464,33.608,32.819,40.667,10.952,35.17,37.035,110.481,26.26,21.127,17.941,24,45.344,14.665,20.156,40.515,14.011,27,26.53,25.666,27.782,12.621,38.366,25.52,47.775,31.447,26.109,10.819,24.616,31.752,18.825,44.644,38.614,22.009,13.702,24.587,13,26.734,11,8,4,39,33.882,21.099,45.952
AAC75781.1,49.294,40.49,38.553,26.853,28.014,68.596,38.819,19.75,37.47,33.11,26,54.66,37.55,27.398,40.602,30.334,19.065,25.83,23.965,150.287,36.439,27.887,28.398,28,26.659,33.335,20.844,51.747,38.994,17,43.47,25.334,19.232,14.379,37.344,27.479,47.73,30.221,44.384,15.181,31.131,26.076,28.81,30.514,20.468,15,9.033,26.423,20,36.266,13.367,19,9,54,50.484,28.335,33.049
AAC75782.1,47.228,45.003,34,74,41.001,84,42,13,57,28.006,61.004,136,67.083,43,59,24,17,85.01,62.001,141.001,28,49,36,25.002,51,30,50.004,44,28,44,35,42,66.463,20,111.113,21.192,39,34.001,33,25,18.047,78.63,37.302,41,44.015,21,18,22,35,46,21.633,26,15,34.044,33.001,52.005,54.056
AAC75783.1,3633.36,4567.927,2249.995,1558.429,1153.612,6720.594,5772.416,1866.917,3664.428,3683.965,3332.212,11546.325,7747.513,2228.403,8337.903,4294.337,1851.368,1666.945,1248.4,24926.735,7145.386,1648.518,3652.927,2741.924,4815.971,1885.348,3881.962,10359.627,8482.839,6487.859,4366.931,3043.605,1041.787,1098.591,2535.284,4634.968,5327.706,3328.149,3697.905,1832.001,2265.844,1919.601,1197.835,11488.493,8473.078,7147.376,2257.849,1712.491,3617.479,12243.658,2262.017,1400.028,936.788,14049.673,11372.474,951.221,980.386
AAC75784.1,1859.775,2048.033,1080.595,1075.271,849.878,4050.37,2773.986,1054.553,2786.016,2043.958,1411.731,5426.335,4245.451,1387.563,5628.457,2280.464,1170.812,1280.781,1006.079,16968.946,4991.884,1471.641,1751.872,1662.39,2429.914,1144.775,1376.647,6428.419,5996.863,4187.072,1964.511,1680.6,770.45,965.841,1887.527,3281.527,2625.61,1463.405,1954.137,1129.223,1424.871,1370.276,897.302,7330.381,6329.078,6311.164,1054.544,1263.542,1728.409,5362.895,1044.553,661.885,592.588,7833.656,7178.7,873.527,978.155
AAC75785.1,816.273,464.244,590.322,296.063,280.438,1093.459,557.508,397.764,1134.376,548.208,372.068,1083.473,500.825,405.357,562.992,567.92,479.013,456.351,410.678,1523.778,589.011,484.983,352.491,578.355,487.398,383.556,391.927,617.89,682.244,522.775,511.503,591.505,205.735,495.961,502.769,476.146,574.122,486.157,544.631,395.437,488.523,428.033,390.449,590.168,624.153,539.29,274.718,478.048,304.834,454.366,380.083,372.495,353.28,511.502,694.812,345.011,382.836
AAC75786.1,1516.608,781.478,1095.393,606.882,577.109,1781.932,927.829,767.913,2039.579,1016.634,570.799,883.237,443.646,720.235,884.864,973.586,919.999,989.931,864.463,2422.501,952.373,882.399,644.98,1007.827,803.821,758.292,694.317,939.542,1039.964,844.948,943.356,992.03,529.487,844.241,1126.247,830.88,849.345,759.644,913.663,781.168,930.075,871.821,784.397,863.431,915.135,1072,434.468,969.844,515.156,574.984,595.892,709.001,732.607,810.773,1031.611,619.205,672.659
AAC75787.1,2403.01,1122.095,1771.461,1039.363,1023.9,2748.927,1320.21,1175.177,3354.389,1554.864,773.173,1369.622,606.854,1040.862,1198.455,1556.828,1356.491,1587.039,1283.78,3516.447,1430.866,1360.168,970.579,1457.994,1031.981,1155.591,986.412,1518.544,1576.669,1456.612,1562.035,1574.753,799.857,1352.708,1611.559,1397.843,1193.098,1235.716,1448.626,1210.975,1440.309,1294.536,1062.315,1247.138,1432.187,1599.491,626.909,1459.084,755.902,755.271,1027.845,1143.922,1193.615,1086.323,1533.746,1034.657,976.41
AAC75788.1,1035.382,414.574,715.655,405.666,376.262,1105.931,429.32,452.776,1332.412,599.944,334.311,458.485,168.037,416.883,420.27,595.638,599.646,652.535,530.958,1356.316,597.462,602.48,370.512,664.868,374.166,491.328,353.611,623.438,639.486,508.243,634.857,679.417,335.87,572.128,696.663,552.565,426.04,442.855,527.767,530.599,573.462,560.248,445.907,454.975,484.445,675.426,295.001,581.918,296.877,163.546,435.702,458.551,549.248,372.343,525.467,414.276,417.779
AAC75789.1,1522.705,614.63,1214.593,754.751,728.197,1582.766,716.473,718.637,2232.132,976.076,460.177,365.506,147.324,727.881,715.4,934.352,864.599,1088.321,948.254,1834.207,846.381,923.899,564.315,870.086,647.447,782.855,532.851,819.375,934.252,874.606,913.756,930.415,640.206,899.299,1138.594,897.604,760.458,734.54,850.933,847.49,954.833,948.227,820.789,706.955,754.7,987.432,420.332,972.557,446.479,185.944,658.416,736.165,883.978,576.291,761.676,750.958,814.736
AAC75790.1,910.265,419.315,643.234,540.704,610.197,1127.381,471.771,472.597,1477.175,694.782,271.496,212.679,106.365,520.438,409.561,573.095,523.834,744.975,647.687,1495.108,491.034,719.671,416.673,538.907,431.296,472.944,278.327,576.071,514.316,642.654,615.083,569.91,504.665,607.78,811.413,515.332,458.511,435.496,525.985,487.339,548.902,593.235,589.923,453.372,484.824,579.293,260.525,546.289,247.742,281.878,450.437,450.166,560.22,463.981,543.849,673.629,688.16
AAC75791.1,114,87.43,43.994,24,14,147.023,56.484,32.004,67.504,68,261.051,1038.885,398.849,57.006,195.29,84,45,27,17,360.786,107.961,30,65.739,80.01,65.265,42.008,212.163,222.266,137.153,126.873,81.925,74.138,14.001,51.295,54.306,102.021,78.906,51.023,63.169,42.881,45.344,41,28.906,121.952,132.009,108.75,45.443,76.036,81,627.325,45,38,17,232.052,202.963,21,15
AAC75792.1,19.214,195.58,27.819,23.525,21.143,223.597,230.658,15.002,91.872,35.305,1375.55,3797.089,128.102,67.903,232.719,25.171,27.866,22.81,28,419.804,31.315,17.694,108.877,24.327,182.175,66.643,1019.928,16.026,45.081,104.546,21.981,14.651,14.034,139.272,59.472,21.183,264.481,37.56,37.659,56.622,59.056,41.35,13.264,144.932,49.822,137.186,93.936,179.754,40.317,31.354,40.409,15.39,28.64,91.055,37.221,12.001,14.7
AAC75793.1,176.391,1087.979,230.106,151.437,77.036,1255.72,1537.427,109.142,450.869,228.465,9983.265,38600.707,1411.05,373.817,1449.288,122.752,192.575,140.472,120.154,2079.428,204.362,89.306,678.589,182.524,1179.674,274.118,7723.206,190.125,259.532,603.332,115.306,180.702,90.25,563.4,332.406,161.609,1421.726,179.538,199.206,277.666,292.539,182.605,82.533,908.712,308.57,665.251,538.831,999.754,433.188,215.028,424.664,88.209,180.315,500.835,234.898,79,78.538
AAC75794.1,83.396,583.525,164.085,72.049,33.024,602.011,909.144,50.884,232.775,133.331,5823.714,34793.799,1035.382,194.28,675.406,70.079,83.578,35.805,32.848,1088.098,87.504,32.008,363.796,80.206,729.516,151.483,4026.748,104.271,128.943,317.424,65.329,75.024,18.924,486.647,175.025,79.324,959.846,94.932,90.686,152.118,151.21,94.189,25.334,387.097,154.137,500.817,271.427,930.063,90.33,49.62,225.851,30.402,132.056,278.8,93.809,28,22.857
AAC75795.1,276.001,137.001,195.003,356.004,322.054,176,159.43,33.002,118,135.08,271.629,1045,264.027,103.976,282.439,159.78,95,361.973,300.802,1178.616,818.49,285.058,121,174.025,139,104.033,229.035,719.101,598.048,535.455,169.021,206.14,310.58,83.077,564.224,645.212,146.45,126.02,128.07,135.118,116.021,377.598,251.553,622.559,935.384,994.084,26,132.004,120,104,24.266,70.002,38.003,469.185,706.78,43.02,80.144
AAC75796.2,31.913,36.013,23.828,36.757,38.113,70.762,44.869,12.92,37.15,31.721,25.561,103.487,38.883,26.829,36.686,20.593,15.008,34.651,23.154,130.694,19.651,38.42,26.66,17.797,32.89,18.834,30.529,43.977,15.605,9.737,18.51,26.927,26.718,8.966,44.084,17.806,43.86,32.743,32.731,10,14.763,39.942,32.018,25,14.737,18.622,23.875,23.713,20,26.749,23.92,14.906,8.02,33.912,36.391,33.866,24.567
AAC75797.1,67.961,70.388,67.58,82.809,79.358,72.64,88.666,19.08,51.292,73.568,66.362,70.322,36.143,43.171,59.081,58.405,27.289,92.707,111.436,174.701,61.033,107.443,58.34,58.702,79.94,55.354,50.736,65.697,44.333,68.263,70.858,48.497,87.647,24.045,116.825,44.197,80.555,63.066,65.842,38,52.25,105.969,81.065,43.371,50.69,60.031,27.19,46.892,30.728,44.589,23.08,21.101,20.845,45.739,67.52,46.134,68.433
AAC75798.1,67.654,63.885,46.885,37.238,32.304,55.801,72.921,6.918,25.105,50.382,30.366,74.874,26.889,26.491,34.291,48.261,16.595,80.248,58.978,169.185,56.804,58.5,43.146,50.776,59.014,30.695,26.394,44.486,33.551,22,37.078,41.475,41.373,13.012,84.399,29.507,60.576,41.681,51.419,33.491,31.61,69.262,52.717,46.451,37.927,23.056,8.248,27.116,17.761,41.891,10.134,12.698,13.367,52.116,53.425,14.048,16.773
AAC75799.2,55.094,52.512,34.281,55.776,37.71,56.36,61.139,12.082,31.454,48.997,20.311,69.996,26.113,19.11,33.957,48.684,13.563,52.073,51.257,167.567,30.321,50.556,37.744,30.612,56.186,39.036,19.548,48.351,42.318,28.722,47.412,33.537,43.032,10,61.347,29.687,55.652,32.243,39.012,19.933,32.165,54.238,45.743,38.324,32.974,43.291,11.687,34.397,13.173,25.501,13.005,14.302,4.348,47.858,40.088,17.945,16.227
AAC75800.1,67.424,56.231,31.907,51.505,48.469,34.84,62.601,7.112,24,36.879,48.377,129.283,54.303,31.399,43.482,32.733,20.082,58.189,66.954,128.959,33.415,58.387,38.113,36.137,42.424,34.684,45.6,51.644,45.927,22.978,40.49,55.894,52.747,10,85.683,31.803,43.645,38.369,36.615,34.883,36.263,85.284,66.4,51.854,31.714,36.109,5,22.87,35.756,32.441,8.863,9.29,13.652,54.38,42.967,21.058,25
AAC75801.1,23.956,17,7.518,36.624,12.566,25.013,19.954,8.888,3,17.579,20.167,66.223,20.717,11.904,15.475,19.526,9.474,18.771,20.958,60.324,7.37,48.719,8,10.803,12.723,8.582,12.584,25,14.956,11.258,15.697,12.198,25.739,6,41.345,11,15.469,14.898,16.323,16.701,8,52.614,40.616,15.736,12,10.902,3,10.203,9.21,16.903,6,4.71,1,13.891,16.808,9.931,11
AAC75802.1,22,9,14,30.293,20.003,23.592,13.049,3,19,18,21.881,77.815,12.98,9.096,12.068,12.073,4,32.446,23.938,65.572,13.426,33.168,10,16.197,15,12,11,26,16.315,16.043,16.983,7.532,19.107,5,35.329,6,18.306,9,5.062,5,8,41.143,38.424,14.264,13,20.989,5,13.822,12.371,14.098,9,5,4,18.109,25.002,6.067,6
AAC75803.1,104.005,91.068,80,112,103.042,99,84.136,28,72,54.087,127.177,1248,196.15,59,82.013,73,42,159,127.001,346,94.052,181.026,62,53,99.002,43.004,88,126,106,107,79,64.014,129.025,32.009,196,73.096,120.01,76,57.006,57,48,170.003,142.471,115,92.331,118.009,35,55.001,14,35,43,20,21,97,113.02,57,55
AAC75804.1,107.596,904.553,238.637,42.556,35.655,1868.11,1062.907,138.391,671.909,149.463,5894.585,4741.276,230.341,402.093,1468.353,62.367,136.409,41.62,34.535,2071.195,99.914,48,705.15,137.331,800.896,246.419,5560.451,144,255.745,408.779,72.494,126.009,32,521.646,121.247,125,999.363,118.619,129.371,253.66,258.938,99.708,28.748,976.218,264.599,567.762,874.418,530.726,291.111,58.806,1080.657,94.358,206.205,323.139,132.858,52.004,37
AAC75805.1,163.087,1571.648,473.336,165.211,90.042,2708.861,2126.164,214.418,1128.183,274.1,12623.82,18395.655,794.015,601.306,2170.683,88.616,258.053,76.734,92.52,3205.99,196.117,98,1213.231,246.337,1805.545,595.719,12381.235,203.743,442.972,760.133,106.632,230.696,73.022,1404.466,324.681,200.522,2212.181,233.758,254.976,535.1,552.431,269.651,71.934,1279.378,389.995,1257.536,1784.68,1507.861,410.802,61.568,1381.436,171.599,468.655,633.039,163.481,103.928,132.084
AAC75806.1,133.571,976.265,438.02,256.233,75.374,1279.417,1718.054,115.351,599.458,176.821,9561.755,23607.827,1009.314,384.287,1065.373,82.177,201.586,77.701,79.143,1757.31,138.545,96,739.384,191.398,1641.051,461.568,8816.857,194.258,288.404,915.279,75.875,144.407,84.025,1897.901,360.423,182.627,1777.549,189.788,184.239,434.672,375.545,351.012,69.741,610.478,276.24,1522.297,1412.519,2288.793,153.197,51.626,701.662,142.043,727.516,530.286,131.69,108.076,117.926
AAC75807.1,1052.82,506.6,901.85,657.797,535.738,1338.06,485.39,483.938,1425.122,631.836,375.373,526,105.92,609.26,547.384,625.596,622.771,712.194,611.233,1340.288,546.88,645.465,453.029,648.312,506.603,486.394,371.922,595.719,587.795,773.375,647.852,679.27,523.046,643.833,832.397,676.227,532.354,480.851,565.285,522.672,607.136,664.555,569.312,466.368,613.049,611.93,336.783,750.09,262.491,180,531.612,622.662,665.084,430.327,531.456,558.221,617.313
AAC75808.2,709.346,549.62,519.792,365.959,320.628,1283.922,627.379,340.509,1081.051,340.087,102.466,227.284,165.44,557.546,499.693,496.931,512.009,604.117,456.316,1489.382,409.198,566.421,456.334,426.492,547.504,252.695,82.063,387.418,448.024,461.316,454.228,408.195,330.472,441.139,678.757,387.332,634.096,364.246,382.223,251.632,328.675,560.31,447.97,551.68,439.572,474.803,517.273,401.385,57,23.236,669.908,558.638,499.702,385.712,462.393,559.122,597.089
AAC75809.2,91.311,71.253,54.462,39.702,42.215,167.619,86.908,30.84,95.485,33.261,10.021,32.716,15.57,62.396,74.444,67.238,44.255,64.172,40.591,194.118,39.2,79.942,53.159,48.411,75.894,30.467,11,41.921,39.838,52.8,60.686,40.047,31.244,40.166,46.098,38.391,88.888,43.827,32.875,27.979,27.243,70.077,68.563,55.695,56.483,47.042,86.95,43.135,2,8.757,63.161,40.502,60.283,46.554,76.842,75.623,81.078
AAC75810.1,169.202,147.044,99.332,57.34,57.518,387.243,167.969,70.002,222.36,107.273,25.874,42,16.1,122.052,143.284,100.38,118.339,145.087,87.627,498.339,88.455,197.22,129.845,87.289,170.145,53,25,96.573,94.916,111.295,113.734,59.245,53.359,92.973,123.388,72.126,189.945,82.735,95,70.228,60.806,128.19,105.834,147.086,99.647,116,117.919,70.65,15,15.007,151.228,105.249,97.025,100.688,123.771,125.275,109.36
AAC75811.2,26.995,20.075,21.431,30.001,30.006,45,18.003,10,30.873,20.305,37.591,105.526,38,23.001,30.273,30.79,12,40.658,23.87,68.138,16,24,13.75,20.714,25.825,17,32.778,26,25,40.813,16.509,23,25.491,7,49.05,14.652,25,21.153,20.712,12.461,14,30,32.001,22,18.698,26.802,13.024,21.916,25,22.101,19.855,20,23,19.051,16.106,25,32.019
AAC75812.2,10.644,17.13,5.744,18,7,25,15,7.001,12.127,14.542,15.409,33.881,19.752,16,11.729,7.915,10.972,20.278,16.135,28.219,8.013,8.005,8.251,10.837,14.638,8,11.223,13.653,5.686,13.187,9.491,6,8.509,6,21.428,9.686,17,15.932,8.292,5.548,5,12,10,12.753,15.276,7.198,5,9.084,9,20.719,12.697,3,4,21.541,17.328,8,13.087
AAC75813.2,13.361,14.87,10.825,17,15,19,12.001,7.999,10,7.189,12,17.592,9.251,10,12.005,17.295,9.028,17.064,14.998,30.643,7.987,12.058,5,12.449,16.537,7,14,9.347,14.314,10,10,7,7,9,20.537,11.662,12.024,6.915,9.996,6,11,16,11.002,5.247,9.026,15,7,4,10,13.286,8.207,3,1,20.409,12.581,6,16.914
AAT48151.1,29.089,27,13,18,21.004,33,21,6,23,18.001,29.042,48,20.001,8.158,20.003,21,11,29.006,17,56.003,13,13,10,15,18,13,30.443,17,15,15,21,15,17,11,48,14,24,22,11,11,13,16,13,22,11,14,10,9,11,14,14,11,9,23.008,29.012,12,13
AAC75816.2,4,3,2,4,1,3,4,0,2,2,0,37,42.001,0,2.002,8,4,1,2,7,5,1,3,2,2,4,2,3,0,1,5,3,3,1,0,2,1,1,4,2,2,5,4,1,3,1,0,2,0,0,1,1,0,3,1,2,1.001
AAC75817.1,6.865,3,6,5,9,8,6,5,7,7,6,24.181,5,4,7,8,5,13,14,15.15,3,5,3,5,5.14,2,6,4,3,2,7.156,4,7.077,5,18,2,4,2,2,5,1.001,11,9.282,3.069,1,2,4,6,2,2,2,1,1,0,0,11,16.013
AAC75818.1,37.135,41,29,40.012,29.001,78,35.027,16,35,21.001,35,173.745,89.151,35,34,43,19.022,45.064,39.015,131.85,23,37,33,24,30.86,18,43,32,24,25,32.844,33.001,31.924,15,56.001,23.004,33,20,27,17,17,54,34.751,30.932,36.005,30,19,19.012,23,32,17,25,7,36.003,33,39,48.805
AAC75819.1,392.122,209.013,279,185.098,164.251,523.863,217.982,184.698,631.1,260.912,189.519,990,562.359,223.176,287.014,253.344,221.092,305.611,271.966,843.274,299.744,239.003,183.918,266.037,193.345,218.765,170.123,349.07,364.198,360.434,231.006,293.292,146.316,273.038,386.834,220.038,204.03,242.747,246.315,226.596,263.537,271.715,242.604,291.025,353.733,367,178,247.154,120,374.828,237.007,193.502,197.423,301.902,396.955,169.185,220.204
ACO60004.1,0,0.985,0,0,0,3.852,2,1.991,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.999,1,1,0,0.966,0,0,0,0,0,0,0,0,0,0,1,0.874,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
AAC75820.2,13,5.015,8,13,10,12.148,4,4.009,12,6,5,11,1,7,3,6,9,9,4,16,8,18,3,8,7,9.001,3,11,4,3.034,6,5,8,6,14,5,8,11,14,1,5.001,15.128,11.003,5,3,5,6,6,4,1,3,3,4,3,9,2,2
AAC75821.1,110785.108,49146.076,83792.109,15863.371,16391.298,145065.63,54744.016,64972.677,155730.39,72710.239,14043.966,43969.998,16346.785,41656.234,57656.707,65421.953,70021.951,18708.201,22445.911,144017.109,70515.363,17546.004,43534.781,72182.179,41675.916,55523.462,19049.719,58817.853,65965.7,39580.325,64315.541,74156.654,13091.544,65634.154,18159.129,57236.395,50606.654,61623.582,62220.478,57017.951,69503.095,14865.941,16342.172,60556.287,59518.252,63500.76,36809.787,64985.979,16139.505,15927.663,58829.254,59418.311,53498.865,41357.809,63208.616,33283.295,22621.451
AAC75822.1,22701.214,12946.805,22929.785,13533.603,11096.521,37755.877,13784.42,14231.605,45087.844,15691.844,5002.728,8325.234,3266.698,13714.54,11855.275,15605.685,15312.295,25521.586,27201.563,37282.664,13230.544,12768.837,11061.572,15757.423,12139.312,13892.366,5302.525,11749.77,12966.822,11001.742,15661.289,16200.164,11469.367,15991.634,30347.621,12755.623,14481.539,13248.002,14433.151,14394.703,17681.875,13015.135,13245.47,12124.839,10964.261,14392.823,10735.993,16144.757,4665.448,2621.41,15675.635,14328.662,15126.055,10377.723,12457.858,14892.967,17015.867
AAC75823.1,547.328,428.095,451.872,254.271,210.84,1107.392,486.416,428.201,1098.244,460.713,405.817,323.06,158.238,374.165,420.305,390.06,518.007,286.601,231.767,1565.421,537.249,411.667,407.327,521.596,472.772,342.831,348.618,491.37,729.546,432.409,455.381,556.879,209.182,347.689,330.31,333.572,544.71,442.121,457.143,340.886,389.946,353.835,287.032,480.524,564.668,454.106,333.261,364.334,196.966,320.256,473.148,372.57,347.895,438.166,630.068,357.279,408.176
AAC75824.1,226.466,186.058,157.24,95.548,88.333,427.175,207.371,146.833,389.237,192.478,182.755,233.645,79.004,138.229,164.894,138.783,174.282,105.83,104.3,572.365,225.011,169.595,161.844,189.008,215.108,125.788,157.387,171.592,210.156,152.444,159.473,221.937,87.519,126.4,118.53,109.93,209.418,177.045,204.886,121.491,142.098,109.299,118.421,167.817,193.036,156.087,116.26,123.913,75.694,160.683,161.607,136.371,135.284,134.136,230.235,127.123,148.979
AAC75825.1,206.589,168.587,116.59,79.112,80.028,332.38,142.784,146.431,283.069,173.506,148.268,374.133,186.438,128.115,138.974,154.183,125.445,92.875,91.463,477.978,201.091,132.896,124.032,199.8,205.895,105.296,145.404,161.994,210.92,149.273,148.845,192.373,79.889,82.283,103.888,95.21,196.042,162.647,200.259,106.687,131.992,105.289,99.875,141.498,159.248,143.932,102.564,101.448,82.344,192.307,125.193,104.003,102.064,151.798,236.502,116.084,117.848
AAC75826.1,1977.685,1651.621,1217.641,955.515,831.712,3456.584,1908.722,1312.344,3066.446,1712.798,1493.374,6614.922,2689.503,1302.14,1691.918,1660.185,1441.358,844.302,771.23,4688.866,1637.217,1012.972,1174.606,1506.093,1832.401,962.922,1561.371,1458.014,1550.935,1562.177,1522.97,1539.8,716.91,1001.496,1027.944,1096.624,1990.073,1514.375,1857.39,1038.714,1132.244,921.929,740.413,1666.084,1651.226,1417.403,1186.97,1208.235,995.131,2579.039,1266.484,1004.914,1027.399,1436.456,2411.35,1033.44,1168.159
