Geneid,SRR6671741,SRR6671742,SRR6671744,SRR6671745,SRR6671746,SRR6671748,SRR6671757,SRR6671770,SRR6671771,SRR6671776,SRR6671780,SRR6671781,SRR6671782,SRR6671790,SRR6671736,SRR6671739,SRR6671749,SRR6671752,SRR6671753,SRR6671754,SRR6671755,SRR6671764,SRR6671772,SRR6671773,SRR6671775,SRR6671777,SRR6671779,SRR6671789,SRR6671737,SRR6671738,SRR6671740,SRR6671743,SRR6671747,SRR6671750,SRR6671751,SRR6671756,SRR6671758,SRR6671759,SRR6671760,SRR6671761,SRR6671762,SRR6671763,SRR6671765,SRR6671766,SRR6671767,SRR6671768,SRR6671769,SRR6671774,SRR6671778,SRR6671783,SRR6671784,SRR6671785,SRR6671786,SRR6671787,SRR6671788,SRR6671791,SRR6671792
AAC75715.1,169.395,163.201,135.984,235.057,205.35,247.437,138.532,61.795,176.464,130.06,244.099,1176.138,377.337,113.536,139.449,118.458,79.891,120.288,140.89,810.523,148.548,163.588,111.818,102.273,120.929,99.075,163.455,289.148,140.974,151.161,117.846,125.675,208.559,84.423,224.917,172.901,161.91,124.535,114.267,113.488,106.291,228.175,132.884,158.263,155.563,131.35,45.137,81.942,87.871,252.374,79.878,62.664,67.165,275.463,205.437,73.215,76.999
AAC75716.1,1272.255,379.421,1556.205,468.183,472.834,643.032,547.287,430.391,1657.005,965.012,49,220,106.714,228.263,275.193,918.617,577.426,736.483,1001.32,1123.109,542.275,396.434,283.926,880.82,465.582,1169.379,46.042,560.161,597.359,699.346,972.787,842.429,583.781,731.153,638.858,837.256,569.535,751.254,853.053,1339.909,1356.448,360.737,522.923,264.004,485.021,746.202,141,1104.69,31,94.095,199.237,488,449.469,290.412,450.455,163.002,163.539
AAC75717.1,133.05,117,79,120,60.176,199,134.687,50.956,149.567,77.104,88.037,95,72.016,78,103.03,83.404,61.01,104.364,69.619,251.02,65.012,65,82.232,82.009,127,56.031,95.507,75,84.018,72,101,83.005,61.646,34.004,140,67.112,133.051,87.009,76.005,41,65.052,98.832,38.555,118.001,93.164,75.042,91.017,66.002,56.221,105.007,114.009,69,50.001,101.018,83.006,65,68.246
AAC75718.1,55,47,87.008,34,27.036,55,31.005,19,42.433,28,75.06,3589.842,1772.589,26.919,781.784,44.003,23.082,19,23.003,2772.253,1536.903,21.027,24.005,30,23.037,13,90.033,2547.604,1399.957,1419.008,54,65.009,21,18,30,1545.591,31,28.034,32.044,19,20,35,16,1748.214,1830.136,2017.087,12.192,32,30.151,51,12,18,10,1817.168,1667.314,15.002,15
AAC75719.2,632.081,217.487,81,11,6,605.031,199.46,198.02,124.002,358.997,40,403.738,352.554,193.481,991.882,512.654,216.016,11,7,2838.929,1435.589,6,212.061,318.902,136,71.352,83.02,2817.784,1758.581,1049.965,551.598,331.47,4,29,15,925.992,169.027,409.485,392.26,53,66.426,12,4,1905.96,1853.659,634.459,138.987,63.003,66,673.998,254.04,195,56,2512.92,2532.395,22,15.021
AAC75720.1,10.885,29.349,1,6.92,3.011,11,56.151,1,4.018,13.553,2494.787,3220.4,969.251,5,101.384,14.021,0,3.894,2.608,166.287,11.304,1.775,12.57,8.452,48.573,4,3216.023,39.239,46.524,12.861,12.117,10,2,0,16.867,8.619,47.514,12,9.304,3.943,1.001,6,4.999,43.401,28.939,6.739,2,6,1282.159,7919.03,2.747,1,2,174.333,47.314,0,0
AAC75721.1,4.115,22.559,4,4.826,6,8,40.362,2,3.603,13.447,2839.783,1713.231,647.623,6,77.242,12.572,5,6.045,2.392,120.13,22.297,3.784,13.641,7.548,35.456,1,3431.527,42.411,36.938,19.068,10.14,14,4,2,5.616,11.961,51.483,7.527,12.964,1.057,7.562,9,2.001,37.243,30.573,10.261,4,6.016,1329.945,6528.278,3.719,1.77,0,163.626,30.851,1,2
AAC75722.1,33.467,113.524,15,31.254,15.151,32.795,216.83,10.999,12.379,59.001,7057.241,7166.037,1872.255,67.008,396.034,32.41,12,13.061,16,669.288,65.876,18.446,61.303,45.024,186.155,15.574,8351.271,128.373,169.545,59.4,55.76,68.064,12.005,2,33.517,57.406,198.975,43.166,38.732,16.407,18.436,21,14,201.634,97.842,35,11,31.984,3538.135,16200.082,15.534,6.23,8,812.16,167.378,9,9.001
AAC75723.1,15.54,55.569,14,13,14.85,19.205,65.871,4.001,13,15,1163.224,1645.734,320.615,25,133.154,12,5,11,13,262.726,22.556,9,34.492,12.976,83.941,9.426,1245.482,56.978,59.996,38.671,25,20.004,17,4,19,20.014,66.071,11.308,18,6.593,7,16,10.002,74.724,34.7,19,5,12,887.273,4867.602,8,3,4,252.851,58,3,14
AAC75724.1,3715.551,701.741,1064.725,1356.009,629.018,1042.728,630.76,168.516,455.828,598.535,1118.715,2497.771,827.854,720.137,911.471,2877.323,329.633,3198.438,3275.454,3130.684,415.336,3526.257,647.889,523.237,565.908,628.944,1190.223,1286.05,327.579,904.305,2886.118,609.165,1461.956,426.365,11346.8,1209.461,723.022,603.622,723.94,944.44,988.011,9853.658,5270.175,630.038,267.554,680.328,109.197,1199.749,1234.772,1564.506,170.051,139.82,123.308,1525.784,624.264,216.226,275.073
AAC75725.1,1762.082,356.074,602.78,1158.434,397.125,437.011,387.87,101.542,228.376,388.593,1019.186,1354.335,670.804,379.03,477.49,1529.233,198.359,2241.725,2254.149,1329.124,288.355,3102.615,331.008,344.248,251.288,316.282,1219.177,701.815,181.211,511.892,1544.139,452.729,973.17,180.818,7709.969,672.75,360.8,353.051,461.64,568.787,662.236,11076.838,4746.364,362.768,157.714,365.671,75.062,694.493,1039.153,658.305,88.226,97.19,69.163,877.959,357.268,121.613,222.95
AAC75726.1,2654.005,559.401,801.569,1348.226,551.044,810.262,674.577,160.232,398.799,520.611,1569.466,1405.746,385.483,574.461,696.629,1946.442,309.065,2701.878,2760.416,2776.276,421.781,3432.723,425.598,461.517,526.205,527.545,1975.607,1102.986,386.036,524.978,2048.378,535.88,739.3,352.831,7644.102,881.6,708.054,418.651,487.223,662.364,786.604,12300.375,4762.696,559.471,209.23,605.934,116.745,850.78,1912.843,1393.229,176.931,150.101,107.6,1921.917,572.539,236.721,322.959
AAC75729.1,1972.026,1204.36,1643.584,1018.599,691.535,2724.256,1180.251,991.742,2851.725,1054.31,628.613,1999.128,971.41,963.99,1399.746,1090.213,1219.406,1020.305,962.619,2894.129,996.14,909.151,1021.455,1125.817,1175.322,862.925,790.113,1133.347,1422.256,1675.621,1171.409,1180.208,712.122,1100.209,1227.359,1149.288,1213.289,985.602,980.534,891.389,1030.246,1019.163,859.726,1235.59,1217.416,1280.527,922.093,1383.01,451.907,364.277,1321.73,1243.392,1223.886,852.853,940.635,751.648,940.776
AAC75730.1,497.364,320.768,493.814,289.77,215.176,844.223,384.73,334.338,930.432,362.287,172.253,482.092,226.425,293.779,388.355,319.374,409.817,270.286,263.658,856.581,266.502,401.684,272.177,319.472,313.484,297.693,174.646,248.012,369.936,406.353,316.729,340.941,207.36,391.888,256.889,317.632,390.496,245.488,312.185,270.275,318.616,416.398,319.017,350.786,281.78,431.061,262.281,370.632,128.863,88.509,396.716,281.409,344.534,220.851,291.882,261.242,245.614
AAC75731.1,2594.212,1642.694,1916.49,808.731,833.765,4589.527,1861.379,2231.065,4930.395,2200.583,9143.816,4921.557,1810.9,1169.589,2166.388,1557.477,1806.272,611.11,536.852,4187.811,1723.25,1015.454,1296.866,1755.048,1560.363,1598.183,7066.637,1405.139,1777.286,1749.765,1676.188,1943.249,590.151,1792.057,559.135,1401.751,1754.172,1611.39,1805.457,1370.698,1673.055,922.492,792.08,1447.676,1499.128,1503.671,1449.365,1863.925,3961.557,3225.463,2139.167,1868,1693.177,999.449,1787.711,763.586,649.806
AAC75732.1,657.294,460.862,633.653,439.657,362.537,1154.178,504.588,469.739,1143.19,709.479,5626.267,1083.409,492.655,328.618,272.451,402.634,517.666,311.915,281.8,1200.909,584.198,427.004,375.503,607.879,414.107,482.917,3763.173,432.371,345.614,349.612,389.884,664.372,354.058,574.729,333.48,403.834,531.679,526.599,605.316,523.338,647.936,453.139,410.234,273.345,282.661,412.707,273.22,619.025,2342.562,787.969,368.15,338.012,349.993,274.658,568.058,362.176,406.215
AAC75733.1,361.074,271.058,395.499,294.855,218.678,670.505,314.016,272.515,670.677,376.83,3394.244,386.22,216.032,238.045,156.131,260.414,355.791,247.167,242.387,640.793,391.816,270.101,216.876,423.518,251.547,274.254,2115.045,245.629,211.461,301.438,270.494,496.893,273.577,291.116,298.605,252.427,270.432,294.425,374.883,311.683,409.688,313.496,284.295,145.798,190.791,270.315,125.798,404.422,1546.264,230.462,193.51,224.989,213.237,162.476,322.732,190.087,261.364
AAC75734.1,5794.181,3792.864,3581.13,690.944,653.958,9354.197,4113.757,3717.102,5973.939,4977.148,2270.531,5210.052,2789.123,3502.524,5143.724,4499.89,4240.208,769.557,756.924,10348.483,4842.59,895.745,3186.853,4283.055,3190.069,2450.7,4251.392,4356.676,4787.945,4880.463,4414.767,4622.128,538.505,2032.967,946.391,3456.482,4065.368,4124.389,4735.14,2342.623,2849.146,935.019,792.384,4644.025,4545.051,2602.863,2510.306,2968.74,4116.689,8088.287,3534.595,3700.83,1886.668,3907.698,5026.597,2179.833,1798.937
AAC75735.1,7112.264,4343.589,4947.332,2543.294,2216.894,9960.923,5115.195,3251.898,7593.384,4638.128,6657.318,7276.651,2706.726,4510.311,4560.81,4835.314,3938.475,3198.653,3022.111,12004.54,4579.383,2882.231,3666.416,4177.488,4285.009,3333.752,9969.904,4912.428,4195.247,3052.707,4991.097,4384.435,2138.959,3419.939,4573.939,3863.879,5152.617,4029.579,4058.849,3270.69,3901.921,3575.674,2521.535,4669.174,3768.709,3801.276,2818.516,3643.874,9396.573,9535.154,3233.189,2964.066,2417.025,4439.558,5191.327,4313.21,4292.139
AAC75736.1,1214.382,752.996,844.844,505.689,421.166,1753.09,890.513,495.322,1253.257,724.453,919.585,1111.841,540.475,774.009,781.702,767.955,710.617,600.743,614.648,2279.384,772.607,554.971,596.339,697.767,707.027,601.066,1268.577,832.081,750.575,575.02,819.372,729.602,465.958,571.101,960.847,692.718,901.9,663.963,644.662,562.079,662.43,676.57,513.22,778.267,640.663,608.442,487.233,613.731,1177.482,1493.05,604.431,548.352,430.956,793.828,825.001,764.882,830.555
AAC75737.1,1249.152,823.608,887.82,713.39,494.22,1597.52,835.941,573.799,1380.225,746.885,518.041,1486.656,627.445,791.322,754.62,808.179,720.217,857.344,808.431,2316.671,733.515,556.311,648.232,711.057,773.242,472.887,578.943,807.708,733.13,653.867,883.436,768.128,640.989,491.069,1422.959,668.521,860.162,693.829,722.252,595.9,656.977,774.246,559.035,782.36,696.966,670.335,465.803,639.575,358.373,577.156,607.688,589.752,480.051,708.547,801.763,754.169,1007.721
AAC75738.1,5109.572,4007.205,4450.959,2421.556,1698.59,8791.169,3809.143,2216.891,8165.081,3129.876,2404.131,4647.018,1911.054,3153.901,3778.428,3189.529,2603.574,1898.88,1688.242,13635.831,3324.395,1873.773,3095.502,3257.84,3889.016,2426.828,2839.569,4511.076,3457.273,4841.001,3580.863,3508.593,1676.116,2033.182,2074.193,3107.178,4162.502,3051.178,3406.755,2477.601,2942.062,1980.161,1502.248,4232.139,3202.054,3100.338,2769.979,2503.48,2192.016,3126.281,3414.13,2691.633,2464.053,5044.538,4429.323,2214.172,2549.934
AAC75739.1,24376.203,17689.881,22951.898,15448.977,12203.735,39506.668,19205.631,12225.909,34715.501,18739.245,8524.677,24028.36,6687.125,13177.762,17410.614,17762.96,15189.568,16660.6,15917.487,49554.074,16792.545,10841.017,15176.621,18409.683,16341.371,15126.151,12159.737,16762.791,17645.492,12914.732,17640.403,19033.22,11493.5,13775.113,20454.229,14504.687,18881.324,16599.948,16850.724,14990.1,18998.649,13217.451,9385.655,18033.956,15533.764,17917.336,9903.956,16983.816,11717.943,11563.821,12445.339,11159.835,10939.697,13453.449,15932.783,9305.338,10837.849
AAC75740.1,145,63.202,104.125,162.661,118.285,1028.661,64.758,512.545,2166.214,94.017,398.753,307.022,102.024,653.606,65.117,89.194,429.73,102.266,149.482,274.777,76.105,116.052,53.062,69.279,54.115,71.036,272.485,95.214,70.263,60,92.607,62.351,189.919,594.23,141.729,74.729,65,68.079,66.005,72.136,108.016,158.001,181.829,86.182,69.385,67.051,475.027,80,148.668,41,588.707,519.563,704.288,114.28,111.605,1150.113,1503.506
AAC75741.1,8569.272,5118.217,5918.808,5784.901,5466.112,87777.219,6372.764,53855.594,153233.981,4786.643,16985.986,21819.637,9195.5,28643.14,5907.848,5999.375,32992.047,3192.384,3959.878,17118.824,6068.865,4945.956,4390.209,4736.95,5290.968,4110.299,13899.236,7708.772,5500.338,3562.549,6313.581,4968.256,6884.604,35422.155,3582.321,4878.633,6140.53,4542.071,4554.962,3990.516,5151.286,4825.703,5810.682,6335.077,5133.967,4894.208,43784.209,3987.169,11141.44,3576.547,57265.48,46365.706,52091.438,7027.533,7066.851,43654.326,55682.216
AAC75742.1,812.93,525.096,454.606,232.795,200.106,1585.316,573.709,602.234,1374.852,608.106,274.445,3556.425,1340.929,516.516,686.976,614.191,531.225,198.196,222.985,2127.778,699.073,256.127,424.749,520.835,511.623,333.011,327.491,1010.267,690.844,507.691,643.651,507.061,161.142,379.153,249.104,620.54,596.422,535.953,454.433,348.911,364.533,241.881,206.311,805.37,669.881,491.407,504.506,378.591,316.65,350.422,739.448,512.635,420.473,965.894,938.961,513.333,340.44
AAC75743.1,739.603,565.701,512.003,418.281,340.157,2038.017,605.492,805.111,1786.426,669.605,272.149,811,193.276,574.731,698.796,688.655,625.09,379.333,319.661,1976.28,571.559,362.114,467.133,579.688,528.862,407.755,289.878,708.578,705.618,487.186,764.035,553.349,265.917,490.127,525.05,470.005,646.9,519.366,616.427,367.414,455.212,373.338,309.958,726.273,606.469,515.288,679.169,513.329,300,293.298,996.466,591,527.423,625.428,791.119,529.95,577.7
AAT48148.1,323.943,510.048,113.234,44,148.414,389.456,698.943,132.833,78.146,527.132,1,3723.882,1795.481,258.555,634.818,1216.576,171.259,152.977,73.826,2078.282,804.011,264.086,297.948,343.569,418.135,123.694,9,738.39,372.991,112.42,927.591,375.741,44.695,18.048,20,146.205,656.288,478.876,494.231,149.055,169.203,53.719,90.469,607.814,520.807,120.156,64.17,81.829,5,19.315,70.647,88.436,7,563.475,1582.996,90.676,24
AAT48149.1,750.753,901.935,306.125,54,164.377,833.633,1160.495,257.479,237.018,969.594,5.142,2583.154,964.324,437.868,1116.423,2015.392,360.582,232.743,123.184,3407.925,1329.739,349.543,529.466,696.754,714.117,356.649,11.004,1240.451,698.823,252.322,1629.228,731.864,56.425,57.974,31,307.094,1081.189,836.235,878.909,304.478,410.53,73.212,99.652,1075.264,908.803,327.944,125.579,188.259,12.002,33.691,144.766,164.845,30.151,779.206,2085.964,203.122,48.288
AAC75746.1,1151.317,443.029,555.352,11.638,46.231,442.464,445.467,179.924,193.897,697.944,3.858,1103.961,531.528,274.937,617.418,1063.895,285.385,71.453,58.572,1353.498,969.434,136.849,344.237,795.288,279.294,339.02,9.005,806.175,767.53,394.757,939.082,774.441,16.973,112.054,9,423.081,402.591,743.626,730.691,336.778,455.851,17.117,28.541,659.01,756.176,408.905,58.348,306.536,7.263,20.762,81.24,200.62,63.978,262.458,837.531,135.421,33.675
AAC75747.1,4634.404,1279.989,2031.286,31.655,163.049,1398.271,1353.017,711.829,882.139,2863.472,46.009,3493.434,1899.956,966.834,2096.889,3607.95,1346.102,280.307,174.587,4359.76,3214.302,338.395,1105.778,2966.886,847.313,1401.614,63,2448.793,2595.416,2064.294,3033.519,2931.055,48.127,499.157,45,1818.519,1177.005,2495.235,2909.065,1492.851,1720.331,45.043,106.577,2215.148,2992.944,1741.279,165.978,1484.037,52.752,106.292,337.198,808.885,283.985,711.899,2676.752,501.761,96.081
AAC75748.1,118.81,142.962,44.81,11.706,27.502,137.68,207.566,50.009,43.003,152.917,7,390.988,158.995,93.338,157.16,316.101,65.634,54.773,28.991,470.2,126.936,69.056,106.999,123.929,140.552,67,22.998,178.838,86.441,29.078,292.891,130.863,16.229,7.064,12,47.965,197.253,140.864,151.106,51.892,62.644,28.134,15.544,111.238,121.113,47.46,38.094,33,19,25.185,56.387,40.623,15,111.157,279.107,29.671,17.001
AAC75749.1,1422.894,1616.378,1128.989,572.142,630.882,3173.123,1968.474,979.076,2003.351,1188.821,139.001,1012.352,260.998,1017.757,1399.842,1635.557,985.465,883.994,821.14,4568.982,1229.625,729.064,1319.697,1119.587,1557.46,745.937,178.26,1129.816,1043.3,606.833,1652.929,1144.011,402.513,625.195,587.209,728.556,1914.574,1093,1022.242,717.261,766.004,505.165,522.262,1289.783,954.142,745.871,1298.632,699.125,186.186,515.647,1236.298,839.844,517.032,974.215,1528.151,1045.889,693.567
AAC75750.2,1785.465,2038.427,1208.087,492.698,528.811,4104.851,2300.76,1574.124,2261.966,1696.4,153.662,839.596,321.963,1213.188,2098.357,1884.016,1392.767,922.849,840.227,4264.195,1654.191,598.269,1641.848,1463.177,2011.368,773.591,209.966,1278.661,1376.611,1052.863,1925.21,1684.086,421.65,557.62,509.128,894.942,2270.718,1406.654,1601.427,841.073,1079.297,438.954,456.643,1799.942,1372.532,872.707,1820.053,927.061,167.397,384.322,2456.511,1550.079,769.774,1061.159,1628.065,548.942,506.89
AAC75751.2,231.025,370.604,238,332.257,308.937,443.004,462.021,129.119,392,284.713,400.138,1741.352,2399.468,321.244,335.159,301.009,120.221,539.009,461.462,944.142,218.408,328.038,255.213,171.005,409.384,151.358,579.122,305.077,257.003,398.285,298.165,198.065,355.749,61,628.902,165.244,438.307,217.611,218.096,132,157.112,383.454,287.449,354.161,329.778,155,211.001,102,173.094,400.358,191.196,109.02,84.006,260.082,334.16,159.002,160.2
AAC75752.1,80.482,54.684,52.726,81.502,72.355,119.137,59.186,38.363,117.75,61.719,71.673,93579.68,28472.547,58.067,83.865,47.8,30.669,88.144,73.17,185.64,55.572,55.971,50.363,43.919,45.922,30,120.504,63.242,63,69.598,55.573,54.247,86.951,26.584,119.562,34.504,62,36.304,50.996,31.723,42.558,90.869,61.915,63.133,57,34,36.445,40.141,49.564,194.691,49.162,37.106,52.307,65.026,136.43,88.986,107.658
AAC75753.1,33.518,21.318,39.274,45.498,34.284,36.863,32.816,13.638,48.25,15.448,47.458,36783.492,11497.565,23.942,28.136,15.209,21.331,61.62,42.834,83.912,19.442,36.031,17.637,17.084,36.096,9,56.611,30.758,18,27.402,22.427,18.756,41.067,10.416,117.571,21.532,28,16.697,22.01,13.277,14.442,53.217,41.086,37.868,26,19,13.555,16.859,19.436,91.558,21.839,16.894,17.705,28.028,62.619,29.014,27.473
AAC75754.1,1849.271,1771.8,1737.383,1161.932,1752.223,4675.693,2224.336,1618.428,4559.341,1736.159,119.081,93,53,1968.871,1487.787,2035.627,1930.689,1509.714,1455.789,4530.012,1469.266,1972.313,1384.318,1592.814,1788.832,982.961,116.013,1012.28,1256.89,1101.858,1870.04,1521.517,1362.831,1521.098,731.175,1046.123,2110.799,1527.034,1666.979,1286.562,1292.4,1022.65,1680.232,1408.494,1349.638,1170.154,1744.865,1292.978,105,149,1899.307,1579.285,1422.104,1033.935,1476.246,2566.162,2693.194
AAC75755.1,25.012,31,27,25,26.014,54,23.001,50.084,152.006,22,17,18,14,19,20.021,22.41,59,24,21.001,69,21.073,19,17,21.001,33,16,17,11.033,22,29,17,29,22,72,34.628,15,28,26.003,36,16,18,12,16.026,24,28,39.006,27,31,11,14,32.014,44,75.001,20,27.001,49,28
AAC75756.2,156.004,212,67.004,125,121.031,401.161,255.063,121.144,312.994,156.095,63,396,158.055,147.017,278.94,228.952,153.157,124.215,80,722,149.934,124.01,136.015,135.002,194.213,81,44.007,149,160,275,143.999,121.311,79.014,85.103,152.387,81.039,228.074,101.006,186.113,90,117.01,90.193,99.037,197.544,198.562,142,143,148.043,78,141.076,104.001,68,59,186.181,259.326,108,96.156
AAT48150.1,76.033,77,71.986,122.983,100.388,123.533,104.943,57.267,94.076,65.376,119.171,337.002,280.379,101.189,93.056,52.118,57.171,186.001,141.608,174.689,60.274,108.068,74.573,71.034,99.434,36,131.369,60.147,66.053,103.405,62,82.381,118.113,33,232.98,48.043,103.577,56.608,57.013,40.244,42.472,136.641,112.919,70.013,65.123,53.125,56.052,54.527,85,77.87,84.036,45.651,34.515,87.146,54.089,81.147,131.063
AAC75758.1,160.967,138.984,122.014,137.017,82.724,405.468,151.78,128.757,295.924,132.745,141.591,1025.999,559.098,120.814,421.681,114.994,133.833,162.383,106.965,1354.342,601.392,89.933,126.434,139.979,145.566,84.001,169.811,855.593,565.211,451.106,136,169.623,129.953,63,208.233,498.365,194.772,138.555,118,74.757,105.199,131.159,96.092,753.034,795.223,501.875,108.979,92.473,103.463,144.901,157.082,135.349,106.485,673.346,596.15,121.161,116.97
AAC75759.1,286.103,217.438,209.481,97.697,102.888,520.87,278.008,221.942,512.359,161.294,237.628,627.949,339.845,167.279,226.83,218.409,195.045,195.494,145.376,685.008,185.922,105.602,147.159,201.236,250.613,117.089,236.954,207.169,179.872,318.09,223.881,183.601,94.622,162.957,157.139,169.226,276.388,167.208,186.32,144.94,132.034,98.038,82.713,236.842,193.223,126.811,266.532,110.473,90.685,169.036,309.299,248.297,175.155,233.547,299.618,148.298,124.388
AAC75760.1,58.459,53.074,57.493,34.228,45.026,114.983,68.375,62.057,132.699,45.646,52.548,200.654,95.906,39.081,49.676,48.641,47.911,62.128,43.096,149.975,49.718,34.863,38.383,39.697,48.798,35.965,67.429,51.84,47.497,60.99,45.166,39.473,44.356,53.506,48.415,29.758,64.27,46.413,50.621,32.815,38.635,45.877,33.679,41.949,52.822,51.669,33.701,35.68,29.165,68.455,53.343,54.093,31.969,64.408,60.463,66.092,54.389
AAC75761.1,64.3,35.239,45.459,24.403,33.228,97.687,47.908,40.46,111.969,35.762,27.863,164.397,95.053,40.176,43.083,52.361,43.227,43.691,41.234,116.015,44.562,39.466,33.643,47.504,43.419,29.782,45.521,37.002,50.467,42.927,56.603,44.592,26.849,38.18,46.365,35.03,49.535,51.289,53.813,27.075,37.45,35.998,21.353,37.293,61.476,40.52,26.254,37.69,27.15,34.57,41.812,37.421,45.967,42.489,39.373,41.613,45.224
AAC75762.1,10.831,11,14.569,11.672,18.819,36.205,10.343,26.772,44.245,26.3,8,32.987,15.921,6,15,17.974,26.819,7,12.887,39.678,19,17.359,11.683,23.739,7.04,10.693,9.225,14.912,25.211,9.588,18.931,18.998,7.669,30.156,18.556,11,14.077,18.183,18.306,14.343,15.998,15.85,6,14,14.601,15.756,4,17.29,8.56,7,16.428,8.501,13.333,7,19.008,28.835,21
AAC75763.1,36.169,35,38,33,26.185,94.841,36.749,81.029,144.823,51.722,42.007,76.013,71.304,28.414,40.003,55.002,66.598,32.424,43.081,112.343,62.169,40.002,36.317,65.018,27.698,37.983,41.001,36.577,58.519,35.405,31.419,57.439,30.331,80.274,52.444,34.003,37.097,52.324,51,37.395,55.455,42.631,40.532,34,37.412,55.244,28,62.009,36.44,22,36.554,58.992,47,31,46.984,92.933,67.046
AAC75764.1,10,13,23,13,17.975,28.45,17.611,35.985,43.349,17.754,13,31,11,12.587,8,17.531,28.064,20.576,17.998,28.738,23.533,23.891,9,21.002,7.612,8.348,13,10.766,29.881,7,15,21.563,9,41.497,13.465,8.564,6.365,9.676,28.64,13.61,20.19,23.628,17.858,10.999,12.548,19.52,9,17.013,7.018,6,7,15.506,22.397,10,17,32.399,34.014
AAC75765.1,29.001,21,32.908,32,20,70,22.75,49.991,129.285,51.124,24,62,35.36,25.455,15.001,35.444,48.503,36.198,29,59.243,34.439,17.11,25,42.998,23.658,23.791,30.914,24.744,26.6,20.047,27,47.47,33,99.204,45.535,19.436,33.635,34.989,51.36,23,33.377,36,21.765,23.079,29.456,51.359,23,32.156,19.982,20,31.035,28.729,59.946,22,26.002,53.001,63
AAC75766.1,9.999,5,20.412,7,11,29,9.89,24.55,109.27,17,5,9,10.64,12.547,5,9.025,30.941,16.838,9,18.454,18.876,5,4.206,25.006,5,9,12.086,10,13,14.006,9,20.529,3.008,89.476,15,18,16,16.012,12,27.001,21,7.002,8,6.924,16,23.121,2,23.844,3,6,7,23.271,66.657,8,12.004,49,32
AAC75767.1,8,1,25.7,4,7,24,4,26.458,133,8,6,15,7,5,5,15,40,10,11,16.546,17,9,8,25,3,9.036,7,2,12,8,6,13,8,82.002,9,16,6,18,20,14,21.017,4,3,5,21,26,5,14,3,4,11,30,83.308,6,23.044,52,17
AAC75768.1,948.333,904.514,618.599,351.753,676.158,3877.231,1186.154,1297.898,3103.524,871.729,12.81,82.635,32.067,765.204,891.119,941.999,1085.722,439.675,300.732,3303.774,722.757,563.442,697.495,786.761,834.882,588.751,12.63,485.163,717.886,380.323,936.838,731.163,349.089,751.235,186.878,417.923,1080.926,646.842,721.464,537.42,444.287,229.694,283.664,831.786,615.137,549.753,1116.065,517.646,16.993,19.671,1212.715,847.716,623.168,490.883,851.766,1026.372,643.392
AAC75769.1,4738.024,5438.384,3546.144,1613.301,3396.417,15166.603,6729.167,6896.418,11706.989,5264.14,69.409,253.162,129.079,4725.852,5143.033,5625.311,5720.761,2026.109,1684.225,12376.879,4423.67,2517.665,4065.641,4155.049,5231.561,2815.643,104.269,2481.212,3645.1,2111.439,4803.991,4420.972,1838.363,3401.82,792.802,2317.151,6246.561,3851.092,4400.214,2881.929,3408.639,1012.631,1665.704,4570.593,3823.4,2729.809,6466.771,3143.563,104.074,96.799,7560.832,4761.793,3436.596,2596.793,4240.375,5055.305,3502.299
AAC75770.1,1077.888,1166.016,748.047,366.507,630.571,3973.879,1418.455,1455.655,2920.253,1177.508,13.613,27.317,11.463,1056.725,1139.982,1234.338,1272.363,430.104,385.567,3197.359,1015.627,539.546,937.788,946.777,1167.364,683.079,20.25,549.772,800.012,444.584,1141.392,894.674,332.7,769.084,144.638,520.615,1370.355,865.849,947.453,646.541,835.466,196.464,354.188,1006.34,843.89,634.225,1386.929,722.03,23.593,16.419,1541.359,1058.963,798.754,510.29,921.09,1071.922,744.118
AAC75771.1,3398.793,4507.769,2487.324,1156.821,2395.728,12708.533,5317.005,5138.472,9542.443,4322.724,62.162,133.892,58.345,3750.712,4307.553,4786.145,4670.57,1685.69,1542.451,9964.185,3676.712,2239.455,3367.55,3414.531,4150.868,2366.252,81.313,1848.866,2769.985,1965.909,3840.166,3341.456,1398.285,2716.755,568.567,1648.394,4903.568,3108.372,3922.545,2506.381,3281.312,824.43,1434.819,3825.578,3045.962,2374.819,5048.369,2676.154,87.614,69.554,5312.98,3165.715,2584.691,1936.966,3155.431,3674.368,2788.879
AAC75772.2,2284.643,2916.172,1769.894,791.445,1796.097,8737.29,3297.527,3637.699,6913.988,3335.74,96.914,242.995,180.085,2839.441,2904.152,3447.386,3261.908,1570.923,1356.513,6624.783,2797.902,1789.218,2169.871,2402.618,2497.992,1779.149,147.297,1284.661,2003.129,1892.428,2540.475,2463.967,1179.62,1966.227,542.017,1160.523,3068.546,2123.05,2889.021,1794.155,2689.399,680.981,1157.126,2653.672,2336.552,1621.442,3151.749,1853.486,85.726,91.597,3567.649,2144.523,1756.475,1277.103,2116.957,3007.18,2336.019
AAC75773.1,719.929,900.123,823.206,305.146,655.661,3073.137,1000.896,1063.13,2911.53,993.825,128.798,182,95.217,998.985,765.527,846.598,809.663,867.805,792.902,2272.289,763.737,855.783,701.683,751.609,803.081,874.593,121,436.097,594.598,398.439,825.377,868.185,391.036,1187.527,337.629,435.824,955.281,538.021,733.47,718.07,956.81,303.785,521.662,754.6,564.979,697.839,1061.249,638.774,119,204.021,1112.649,614.146,875.018,505.117,636.255,1462.037,1189.97
